codpostal,coordx,coordy,direccion,fax,idcentrorc,latitud,localidad,longitud,mail,naturaleza,nombre_cen,objectid,refpar,shape,srs,telefono,tipo_centr,web,xcen,ycen
50670,642535,4682407,"Avda. General Carlos De Castro, 1",0,50011410,42.28086034,Sadaba,-1.27132585,crasadaba@aragon.es,Público,C.R.A. Los Bañales,7857, ,0101000020E664000098F606FFCE9B2341D200DEDAA9DC5141,25830,976 67 52 90,Colegio Público,www.educa.aragob.es/crasadab,642535.50,4682407.42
50740,697267,4598595,"P.º Del  Justicia, S/N",0,50011434,41.51470144,Fuentes De Ebro,-0.63601640,Cpeafuentes@Educa.Aragob.Es,Público,C.P.E.P.A. De Fuentes De Ebro,7858, ,0101000020E664000098DD93C76547254140C6DCA1D08A5141,25830,976 16 90 90,Centro Público de Educación de Personas Adultas (Presenc,http://cpeafuen.educa.aragon.es,697266.89,4598594.53
50003,676195,4613808,"Cl. Las Armas, 22",0,50011446,41.65654977,Zaragoza,-0.88389715,cpeaglazaragoza@educa.aragon.es,Público,Gómez Lafuente,7859, ,0101000020E6640000206C781AC5A2244134A2B4E7AB995141,25830,976 46 91 46,Centro Público de Educación de Personas Adultas (Presenc,http://centros6.pntic.mec.es/~gomezlaf,676194.55,4613807.62
50006,676118,4611475,"P.º Cuellar,  6",0,50011458,41.63556635,Zaragoza,-0.88550701,cpeaccazaragoza@educa.aragon.es,Público,Casa  Canal,7860, ,0101000020E664000030211F542BA22441825149A164975141,25830,976 27 88 86,Centro Público de Educación de Personas Adultas (Presenc, ,676117.66,4611474.52
50171,687012,4611418,"Cl. Barrio Nuevo, 37",0,50011461,41.63258100,Puebla De Alfinden (La),-0.75481480,cpeaalfinden@educa.aragon.es,Público,C.P.E.P.A. De La Puebla De Alfindén,7861, ,0101000020E6640000407958C848F724419487859656975141,25830,976 10 85 71,Centro Público de Educación de Personas Adultas (Presenc, ,687012.39,4611418.35
50009,674903,4611862,"Cl. Domingo Miral, 3",0,50011495,41.63932310,Zaragoza,-0.89997307, ,Público,Conservatorio Municipal Elemental Música,7862, ,0101000020E6640000D02B6519AD982441F6285C8BC5975141,25830,976 72 49 60,Conservatorio de Música o Danza, ,674902.55,4611862.18
50009,674903,4611862,"Cl. Domingo Miral, 3",0,50011501,41.63932310,Zaragoza,-0.89997307, ,Público,Conservatorio Municipal Profesional De Danza,7863, ,0101000020E6640000D02B6519AD982441F6285C8BC5975141,25830,976 72 17 30,Conservatorio de Música o Danza, ,674902.55,4611862.18
50500,606094,4640353,"Avda. La Paz, S/N",0,50011513,41.90800580,Tarazona,-1.72079172,iestarazona@educa.aragon.es,Público,Tubalcaín,7864, ,0101000020E664000080FB3AD01C7F2241984C155C98B35141,25830,976 64 29 15,Instituto de Educación Secundaria (IES), ,606094.41,4640353.44
50009,674743,4611237,"P.º Isabel La Católica, 3",0,50011525,41.63372800,Zaragoza,-0.90207207,mcatalan@ies-mcatalan.com,Público,Miguel Catalán,7865, ,0101000020E664000010F241AF6D972441A8A44E2C29975141,25830,976 40 20 04,Instituto de Educación Secundaria (IES),www.ies-mcatalan.com,674742.84,4611236.69
50009,674659,4611996,"Cl. Domingo Miral, 5",0,50011549,41.64058423,Zaragoza,-0.90285337, ,Público,Escuela  De Música Y Danza,7866, ,0101000020E6640000205A647BC6962441BE9F1A17E7975141,25830,976 72 17 99,Escuela Pública de Música y/o Danza, ,674659.24,4611996.36
50017,673560,4612507,"Avda. Vía Hispanidad, 68",0,50011562,41.64541903,Zaragoza,-0.91590009,cpabmzaragoza@educa.aragon.es,Público,Antonio Beltrán Martínez,7867, ,0101000020E66400003811363C2F8E2441E2361AB466985141,25830,976 33 28 64,Colegio Público,http:www.educa.aragob.es/cpabmzar,673559.62,4612506.81
50600,653524,4665082,"Cl. Joaquín Costa, 29",0,50017230,42.12281706,Ejea De Los Caballeros,-1.14269729,Escuelademusica@Aytoejea.Es,Público,Escuela De Música De Ejea De Los Caballeros,7868, ,0101000020E6640000088A1F03A8F12341B003E778BECB5141,25830,976 67 77 69,Escuela Pública de Música y/o Danza, ,653524.01,4665081.89
50600,654218,4665677,"Pza. De Goya, S/N",0,50010843,42.12803390,Ejea De Los Caballeros,-1.13414439,cpeaejea@educa.aragon.es,Público,Exea,7869, ,0101000020E6640000084625B514F723411058392453CC5141,25830,976 66 28 65,Centro Público de Educación de Personas Adultas (Presenc,http://cpeaejea.educa.aragon.es,654218.35,4665676.57
50600,654218,4665677,"Pza. De Goya, S/N",0,50010909,42.12803390,Ejea De Los Caballeros,-1.13414439,eoiejea@educa.aragon.es,Público,E.O.I. De Ejea De Los Caballeros,7870, ,0101000020E6640000084625B514F723411058392453CC5141,25830,976 66 35 44,Escuela Oficial de Idiomas (EOI), ,654218.35,4665676.57
50290,641869,4607623,"Avda. De La Estación, 1",0,50011008,41.60771692,Epila,-1.29741305,iesepila@educa.aragon.es,Público,IES Rodanas,7871, ,0101000020E6640000A86054D29A962341E02D90B8A1935141,25830,976 81 70 90,Instituto de Educación Secundaria (IES),http://iesepila.educa.aragon.es,641869.41,4607622.88
50611,669571,4664687,"Pza.  Autonomía, S/N",0,50011215,42.11595305,Erla,-0.94879062,craerla@aragon.es,Público,C.R.A. Monlora,7872, ,0101000020E6640000D019517A066F2441F0A7C6A35BCB5141,25830,976 689081,Colegio Público,http://cramonlo.educa.aragon.es,669571.24,4664686.56
50790,724142,4574395,"Cl. Plano De San Javier, S/N",0,50002032,41.28989045,Escatron,-0.32322977,cpsjescatron@educa.aragon.es,Público,San Javier,7873, ,0101000020E664000058F5B9DA5B1926412A3A92AF2E735141,25830,976 17 00 95,Colegio Público, ,724141.93,4574394.74
22535,771950,4632472,"Pza. Escuelas, S/N",0,22010104,41.79748954,Esplus,0.27316492, ,Público,E.E.I. DE ESPLÚS,7874, ,0101000020E664000020386784DC8E27417424971BE6AB5141,25830,974 43 50 02,Escuela de Educación Infantil, ,771950.26,4632472.43
50011,672096,4612973,"CL. LAGO DE MILLARES, 48",0,50018064,41.64993266,Zaragoza,-0.93332895, ,Privado,MI COLE,7875, ,0101000020E664000030431C2BC0822441A223B940DB985141,25830, ,Centro Privado de Educación Infantil, ,672096.08,4612973.01
50430,666863,4600070,Avenida de Zaragoza  s/n,0,50017916,41.53489200,Maria De Huerva,-0.99972831,cramariah@aragon.es,Público,C.P. San Roque,7876, ,0101000020E664000040BD5276DD5924413433336B418C5141,25830,976 12 42 11,Colegio Público,http://cpmariah.educa.aragon.es,666862.73,4600069.68
44003,659705,4468524,"CAMINO CAPUCHINOS, 1",0,44010318,40.35199534,Teruel,-1.11939750, ,Privado,MAFALDA-LAS VIÑAS,7877, ,0101000020E6640000C87F481FF22124419CC420F4CA0B5141,25830, ,Centro Privado de Educación Infantil, ,659705.06,4468523.81
50005,675264,4612564,"CL. PAMPLONA ESCUDERO, 12",0,50018052,41.64556018,Zaragoza,-0.89543282, ,Privado,PATINETE,7878, ,0101000020E664000068226C987F9B24415A8638FA74985141,25830, ,Centro Privado de Educación Infantil, ,675263.80,4612563.91
22004,713140,4668905,CL. MARÍA MOLINER S/N,0,22010441,42.14328420,Huesca,-0.42068123, ,Privado,ALBADA,7879, ,0101000020E664000000DE02E968C325419C11A5557ACF5141,25830, ,Centro Privado de Educación Infantil, ,713140.46,4668905.34
44313,626705,4510590,"TRAVESÍA DE LA PLAZA, 11",0,44010173,40.73650693,Ojos Negros,-1.49941085, ,Público,DE OJOS NEGROS,7880, ,0101000020E66400003867448922202341AA60549ADF345141,25830, ,Escuela de Educación Infantil, ,626705.27,4510590.41
44621,760643,4548742,"CL. REHUERTA, 2",0,44010185,41.04819432,Mazaleon,0.10119743, ,Público,DE MAZALEÓN,7881, ,0101000020E664000020EBE23686362741CC10C76E215A5141,25830, ,Escuela de Educación Infantil, ,760643.11,4548741.73
50830,681082,4627096,C/ CONDE ARANDA 6,0,50018313,41.77505542,Villanueva de Gállego,-0.82120420, ,Público,ZAGALICOS,7882, ,0101000020E6640000B8270F8BF3C82441DE718AEEA5A65141,25830, ,Escuela de Educación Infantil, ,681081.77,4627095.73
50007,677088,4610715,"CL. EMILIO PÉREZ VIDAL, Nº 9",0,50018374,41.62851069,Zaragoza,-0.87408391, ,Público,LA PAZ,7883, ,0101000020E66400001873D7F2C0A92441A679C7A1A6965141,25830,976272348,Escuela de Educación Infantil, ,677088.47,4610714.53
22510,765738,4635262,"CL. ALBALATE, 2",0,22010301,41.82468022,Binaced,0.19975973, ,Público,ABABOL,7884, ,0101000020E6640000D8F97E4A545E2741C217267B9FAE5141,25830, ,Escuela de Educación Infantil, ,765738.15,4635261.92
50014,677265,4614241,"CL. VALLE DE ZURIZA, 36-38, LOCAL 2",0,50018234,41.66020947,Zaragoza,-0.87091950, ,Privado,LA LOCOMOTORA,7885, ,0101000020E6640000D88AFD4522AB244138674425189A5141,25830, ,Centro Privado de Educación Infantil, ,677265.14,4614240.58
50002,677415,4612544,"CL. FLORENTINO BALLESTEROS, 2",0,50018192,41.64490350,Zaragoza,-0.86962008, ,Público,LA PIRAÑA,7886, ,0101000020E6640000D03B4EB14EAC2441105839F46F985141,25830, ,Escuela de Educación Infantil, ,677415.35,4612543.82
50170,776178,4585833,"CL. Q, 4",0,50018179,41.37663416,Mequinenza,0.30250446, ,Público,LA RUELLA,7887, ,0101000020E6640000D0AACF55E4AF27419487852E5A7E5141,25830, ,Escuela de Educación Infantil, ,776178.17,4585832.73
50629,663293,4622693,"CL. CONDE, 2",0,50018180,41.73928431,Sobradiel,-1.03632255, ,Público,LA PARVADICA,7888, ,0101000020E66400000088F4DBF93D2441365EBA4D59A25141,25830, ,Escuela de Educación Infantil, ,663292.93,4622693.21
50740,697900,4597964,CL. CORTES DE CADIZ Nº 6,0,50018441,41.50887303,Fuentes De Ebro,-0.62864620, ,Público,DE FUENTES DE EBRO,7889, ,0101000020E6640000589FAB6D574C2541DC460310338A5141,25830, ,Escuela de Educación Infantil, ,697899.71,4597964.25
50290,643602,4606680,"PZA. DE LA CONSTITUCIÓN, 1",0,50018039,41.59892142,Epila,-1.27685403, ,Público,ISABEL DE ARAGÓN,7890, ,0101000020E6640000802F4C2624A42341A2D63417B6925141,25830, ,Escuela de Educación Infantil, ,643602.07,4606680.36
22280,685169,4653925,CL. CERVANTES Nº 1,0,22010438,42.01557196,Gurrea De Gallego,-0.76365492, ,Público,DE GURREA DE GÁLLEGO,7891, ,0101000020E66400008004C52FE1E824415C8FC225D9C05141,25830, ,Escuela de Educación Infantil, ,685168.59,4653924.59
50246,616921,4597832,"CL. CAYO VELA, S/N",0,50017977,41.52359616,Brea De Aragon,-1.59862953, ,Público,DE BREA DE ARAGÓN,7892, ,0101000020E664000008341176B2D322418A1F63F6118A5141,25830, ,Escuela de Educación Infantil, ,616921.23,4597831.85
22005,714598,4667282,"CL. CALATAYUD, 31 BAJOS",0,22010396,42.12827999,Huesca,-0.40365144, ,Privado,KID'S GARDEN HUESCA,7893, ,0101000020E6640000A0ABADF8CCCE254122FDF679E4CD5141,25830, ,Centro Privado de Educación Infantil, ,714598.49,4667281.91
50015,676667,4615889,"AVDA. SALVADOR ALLENDE, 71",0,50018167,41.67517738,Zaragoza,-0.87761466, ,Privado,DUENDEDUCA,7894, ,0101000020E6640000806ABC7475A6244174B5152FB49B5141,25830, ,Centro Privado de Educación Infantil, ,676666.73,4615888.74
50014,678330,4614622,"Cl. Pedro Lázaro, S/N",0,50009749,41.66340747,Zaragoza,-0.85802428,cpleszaragoza@educa.aragon.es,Público,La Estrella,7895, ,0101000020E6640000A80A460574B3244196218E91779A5141,25830,976 47 27 29,Colegio Público,http://cpleszar.educa.aragon.es,678330.01,4614622.27
50009,674483,4612179,"Cl. Domingo Miral, 23",0,50009762,41.64226418,Zaragoza,-0.90490928,eoizaragoza1@educa.aragon.es,Público,E.O.I. Nº 1,7896, ,0101000020E6640000187C61F266952441EE5A42AE14985141,25830,976 35 72 89,Escuela Oficial de Idiomas (EOI),http://eoizara1.educa.aragon.es,674483.47,4612178.72
50003,675647,4613834,"Cl. San Pablo, 150",0,50009774,41.65690962,Zaragoza,-0.89046282,Formacion@Centrocumbre.Com,Privado,Cumbre,7897, ,0101000020E664000008B5A6B97D9E244160E5D08AB2995141,25830,976 44 01 02,Centro Privado de Formación Profesional Específica, ,675646.86,4613834.17
50015,677117,4614882,"CL. VALLE DE BROTO, S/N",0,50017527,41.66601345,Zaragoza,-0.87251141, ,Público,PIRINEOS,7898, ,0101000020E6640000A0A22359F9A92441F6B9DA6EB89A5141,25830,976 51 33 23,Escuela de Educación Infantil, ,677116.67,4614881.73
50004,676086,4613546,"Cl. Conde De Aranda, 7-9",0,50009889,41.65421623,Zaragoza,-0.88527717,info@academiamarco.com,Concertado,Academia Marco,7899, ,0101000020E664000090ED7CFFEBA12441B6F3FD6C6A995141,25830,976 44 16 99,Centro Privado de Formación Profesional Específica,http://www.academiamarco.com,676086.00,4613545.70
50017,673749,4613387,"Cl. Marianela García Villas, 1",0,50009944,41.65329864,Zaragoza,-0.91337669,cpmonzaragoza@educa.aragon.es,Público,Monsalud,7900, ,0101000020E664000008560E2DA98F2441F4DBD7B142995141,25830,976 30 00 11,Colegio Público,http://cpmonzar.educa.aragon.es,673748.59,4613386.78
50001,676841,4613219,"Cl. Santo Dominguito De Val, S/N",0,50009993,41.65110610,Zaragoza,-0.87631675,cpeacarzaragoza@educa.aragon.es,Público,Concepción Arenal,7901, ,0101000020E6640000C09F1A4FD1A72441D478E9AE18995141,25830,976 29 64 91,Centro Público de Educación de Personas Adultas (Presenc,http://cpeacarz.educa.aragon.es,676840.65,4613218.73
50630,656209,4626055,"Cl. Ramón Y Cajal, 10",0,50010028,41.77096762,Alagon,-1.12058022,centroalaun@alaun.es,Concertado,Alaún,7902, ,0101000020E664000000197357A20624414A9D80A2A1A55141,25830,976 61 13 74,Centro Privado de Formación Profesional Específica, ,656209.17,4626054.54
50009,674353,4611409,"Cl. Pedro Iv El Ceremonioso, 12",0,50010090,41.63536363,Zaragoza,-0.90670401,Info@Funda-Cionmontessori.Com,Privado,María Montessori,7903, ,0101000020E6640000F07C3F35619424415AF5B93A54975141,25830,976 30 61 00,Centro Privado de Formación Profesional Específica, ,674352.60,4611408.92
22300,758731,4658630,"Cl. Argensola, 26 Casa De Cultura",0,22010131,42.03715529,Barbastro,0.12575656,Musica@Barbastro.Org,Público,ESCUELA DE MÚSICA,7904, ,0101000020E6640000383CBD12952727414AEA047471C55141,25830,974 31 52 25,Escuela Pública de Música y/o Danza, ,758730.54,4658629.81
22002,713836,4667992,"Cl. Alcalde Carderera, 3",0,22010153,42.13487868,Huesca,-0.41260398, ,Privado,ACEP ARAGÓN - HUESCA,7905, ,0101000020E6640000708A8E84D8C8254194F6060B96CE5141,25830,974 21 53 21,Centro Privado de Formación Profesional Específica, ,713836.26,4667992.17
22001,714663,4667947,"Cl. Ramón J. Sender, 13",0,22010189,42.13425041,Huesca,-0.40262416, ,Privado,PARCHÍS,7906, ,0101000020E6640000E0E00B734ECF25419A9999DD8ACE5141,25830,974 21 14 12,Centro Privado de Educación Infantil, ,714663.22,4667947.46
44001,660712,4467572,"Pza. De La Catedral, 8",0,44010070,40.34323218,Teruel,-1.10778114,Eayoteruel@Educa.Aragob.Es,Público,EXTENSIÓN DE ESCUELA SUPERIOR DE DISEÑO,7907, ,0101000020E6640000807346D4D029244160984C05DD0A5141,25830,978 60 26 35,Escuela Superior de Artes Plásticas y Diseño, ,660712.41,4467572.08
44600,741385,4547605,"Cl. Ronda De Caspe, 3",0,44010082,41.04390618,Alcañiz,-0.12810018, ,Privado,VEO-VEO,7908, ,0101000020E664000018D9CED711A0264132772D5105595141,25830,978 83 11 06,Centro Privado de Educación Infantil, ,741384.92,4547605.27
50015,677138,4616145,"Cl. San Juan De La Peña, 181- Bloque 25",0,50006670,41.67738343,Zaragoza,-0.87188411, ,Privado,CHILDREN,7909, ,0101000020E6640000B815FB6B23AA2441787AA55CF49B5141,25830,976 51 66 01,Centro Privado de Educación Infantil, ,677137.71,4616145.45
50007,676970,4610586,"Cl La Salud, 11",0,50017291,41.62737857,Zaragoza,-0.87554841, ,Privado,NUESTRA SEÑORA DE LA PAZ,7910, ,0101000020E664000018265325D3A82441006F817486965141,25830,976 27 27 89,Centro Privado de Educación Infantil, ,676969.57,4610585.82
50298,658045,4622188,"Avda. Cortes De Aragón, 2",0,50017321,41.73579405,Pinseque,-1.09952837, ,Público,E.E.I. DE PINSEQUE,7911, ,0101000020E66400009028ED8DFA14244132772DE9DAA15141,25830,976 61 70 01,Escuela de Educación Infantil, ,658045.28,4622187.64
50018,675369,4615449,"Cl. Emilia Pardo Bazán, 12- Local-",0,50017345,41.67150415,Zaragoza,-0.89331943, ,Privado,EL MANZANO,7912, ,0101000020E664000098F606BF529C2441DEE00B33469B5141,25830,976 06 30 63,Centro Privado de Educación Infantil, ,675369.37,4615448.80
50003,675399,4613965,"P.º María Aguntín, 101-103",0,50017357,41.65814438,Zaragoza,-0.89339452, ,Privado,ROMERO II,7913, ,0101000020E66400001895D4C98E9C24417EAEB652D3995141,25830,976 43 30 90,Centro Privado de Formación Profesional Específica, ,675399.39,4613965.29
50003,676574,4613568,"Cl. Jusepe Martínez, 17. Bajo",0,50017370,41.65431252,Zaragoza,-0.87941292, ,Privado,ESCUELA POPULAR DE MÚSICA,7914, ,0101000020E6640000F05A421EBCA524411826531970995141,25830,976 29 13 38,Escuela Privada de Música y/o Danza, ,676574.06,4613568.40
50014,678282,4613574,"Cl. Balbino Orensanz, 55",0,50017382,41.65398330,Zaragoza,-0.85891133, ,Privado,CHICOTES,7915, ,0101000020E66400004060E55014B324415E4BC88371995141,25830,976 39 52 21,Centro Privado de Educación Infantil, ,678282.16,4613574.06
50006,676083,4611470,"Cl. Maestro Estremiana, 6",0,50017400,41.63552958,Zaragoza,-0.88592661, ,Privado,PABLO NASSARRE,7916, ,0101000020E6640000A89BC4A0E5A12441E88C286563975141,25830,976 25 08 48,Escuela Privada de Música y/o Danza, ,676082.81,4611469.58
50100,635930,4593157,Cl. San Juan (Casa De Cultura),0,50017412,41.47850611,Almunia De Doña Godina (La),-1.37193503, ,Público,ESCUELA DE MÚSICA,7917, ,0101000020E664000050A60A0634682341302AA95381855141,25830,976 60 00 76,Escuela Pública de Música y/o Danza, ,635930.01,4593157.31
50018,675690,4614772,"Cl. Mariana Pineda, 22",0,50017424,41.66533760,Zaragoza,-0.88966452, ,Privado,Tambor,7918, ,0101000020E6640000F897DDD3D49E2441780B24E49C9A5141,25830,976 51 75 62,Centro Privado de Educación Infantil, ,675690.41,4614771.56
50630,656117,4626016,"Cl. Jota Aragonesa, 10",0,50017436,41.77063657,Alagon,-1.12169902, ,Privado,JOTA ARAGONESA,7919, ,0101000020E6640000E86A2BF6E905244124B9FCEF97A55141,25830,976 61 25 13,Centro Privado de Educación Infantil, ,656116.98,4626015.75
50800,683361,4636608,"Cami. De San Juan, S/N",0,50009592,41.86014825,Zuera,-0.79086147,ieszuera@educa.aragon.es,Público,Gallicum,7920, ,0101000020E66400003055306AC1DA2441FE43FA15F0AF5141,25830,976 68 03 41,Instituto de Educación Secundaria (IES),http://www.gallicum.es/,683360.71,4636608.34
50196,657009,4604983,Camino de las Banqueras nº 2,0,50017448,41.58111577,Muela (La),-1.11650696, ,Público,Colegio Público de Infantil y Primaria de La Muela Borrado,7921, ,0101000020E6640000E8839E4DE10C244132772DB10D915141,25830,976 14 42 55,Colegio Público, ,657008.65,4604982.77
50018,676698,4612964,C/ MARÍA ZAMBRANO Nº 3,0,50017311,41.64884424,Zaragoza,-0.87810079,administracion@esda.es,Público,Escuela superior de diseño,7922, ,0101000020E6640000480C028BB4A62441AE25E4FBD8985141,25830,976 23 75 45,Escuela Superior de Artes Plásticas y Diseño,www.esda.es,676698.27,4612963.94
50196,657009,4604983,Camino de las Banqueras nº 2,976144255,50017448,41.58111577,Muela (La),-1.11650696,cpgtlamuela@educa.aragon.es,Público,Gil Tarín,7923, ,0101000020E6640000E8839E4DE10C244132772DB10D915141,25830,976 14 42 55,Colegio Público,http://cpmuela.educa.aragon.es/,657008.65,4604982.77
44003,660525,4468002,"CL. SAN DAMIÁN, 5",0,44010094,40.34714038,Teruel,-1.10987276, ,Privado,DUMBO,7924, ,0101000020E6640000A0A223F95A28244116D9CE87480B5141,25830,978 61 04 83,Centro Privado de Educación Infantil, ,660525.49,4468002.12
22550,783938,4640730,"CL. SAN MIGUEL, 11",0,22010190,41.86753657,Tamarite De Litera,0.42116377, ,Público,EL TAMARINDO,7925, ,0101000020E6640000907EFB5A84EC274148E17A98F6B35141,25830,974 42 00 75,Escuela de Educación Infantil, ,783938.18,4640730.38
50015,676980,4614464,"CL. VALLE DE ZURIZA, 9, LOCAL 3",0,50017503,41.66228724,Zaragoza,-0.87427277, ,Privado,OCÉANO ATLÁNTICO,7926, ,0101000020E664000008A3927AE8A824417CF2B018509A5141,25830,976 10 64 51,Centro Privado de Formación Profesional Específica, ,676980.24,4614464.39
22500,773758,4638222,"CL. MADRID, 7",0,22010232,41.84857081,Binefar,0.29754190, ,Público,CONCEPCIÓN BAÑERES,7927, ,0101000020E6640000907571DBFB9C27418295439383B15141,25830,974 42 97 92,Escuela de Educación Infantil, ,773757.93,4638222.30
50008,677054,4612323,"CL. PREVISIÓN SOCIAL, 18, LOCAL",0,50017591,41.64299737,Zaragoza,-0.87402725, ,Privado,ENCLAVE DE AR-T,7928, ,0101000020E6640000B815FB0B7BA92441ECC039C738985141,25830,976 13 44 85,Escuela Privada de Música y/o Danza, ,677053.52,4612323.11
50299,620051,4588895,"AVDA. SAN ROQUE, S/N",0,50017576,41.44265654,Sabiñan,-1.56291101, ,Público,DE SABIÑÁN,7929, ,0101000020E66400002041F18325EC22411EC9E5A757815141,25830,650 73 42 34,Escuela de Educación Infantil, ,620050.76,4588894.62
50005,674837,4612774,"CL. VIDAL DE CANELLAS, 11, BAJO",0,50017473,41.64754714,Zaragoza,-0.90049264, ,Privado,"E.A.N.T.A., ESCUELA ARAGONESA DE NATURISMO Y TERAPIAS ALTERNATIVAS",7930, ,0101000020E6640000A0CDAA0F2A982441A245B68FA9985141,25830,976 56 24 07,Centro Privado de Formación Profesional Específica, ,674837.03,4612774.25
50015,676764,4615587,"AVDA. SALVADOR ALLENDE, 44",0,50017461,41.67244280,Zaragoza,-0.87653543, ,Privado,CHIP Y CHOP,7931, ,0101000020E66400009075711B38A7244118B7D1D4689B5141,25830,976 74 27 07,Centro Privado de Educación Infantil, ,676764.05,4615587.33
22004,713591,4668983,"CL. DOCTOR ARTERO, 17",0,22010219,42.14385699,Huesca,-0.41520296, ,Privado,PASITO  A PASO,7932, ,0101000020E664000080C0CA81EEC625419A2A18A98DCF5141,25830,974 24 48 48,Centro Privado de Educación Infantil, ,713591.25,4668982.64
50006,675359,4611917,"Cl. Andrés Piquer, 5",0,50006815,41.63971341,Zaragoza,-0.89447796,colegio@lasallefranciscanas.com,Concertado,La Salle Franciscanas,7933, ,0101000020E6640000C0F5285C3E9C2441E04F8D2BD3975141,25830,976 55 12 50,Centro Privado con varias Enseñanzas de Régimen General,http://www.lasallefranciscanas.com,675359.18,4611916.68
50009,674613,4610242,"Pº. Reyes De Aragón, 14",0,50006839,41.62480053,Zaragoza,-0.90392438, ,Privado,Fuentes Claras,7934, ,0101000020E6640000B003E74C69962441B459F56D30965141,25830,976 56 24 11,Centro Privado de Educación Infantil, ,674612.65,4610241.72
50010,674774,4612939,"Cl. Duquesa  Villahermosa, 16",0,50006840,41.64904286,Zaragoza,-0.90119753,os.hsanjosez@planalfa.es,Concertado,Hijas De San José,7935, ,0101000020E6640000F00DBE90AC9724417CF2B0B8D2985141,25830,976 33 35 24,Centro Privado con varias Enseñanzas de Régimen General, ,674774.28,4612938.89
50008,676965,4612720,"Cl. Concepción, 8-10",0,50006888,41.64659243,Zaragoza,-0.87497366,Cinmaculadazgz@Telefonica.Net,Concertado,Inmaculada Concepción,7936, ,0101000020E6640000506B9AB7C9A8244114AE47159C985141,25830,976 41 63 14,Centro Privado con varias Enseñanzas de Régimen General,www.colegioinmaculadaconcepcionz.net,676964.86,4612720.33
22330,758314,4700224,"Cl. Lucien Briet,  S/N",0,22005406,42.41134280,Ainsa,0.13922547,iesainsa@educa.aragon.es,Público,Sobrarbe,7937, ,0101000020E6640000706891ED532427411895D40110EE5141,25830,974 50 00 56,Instituto de Educación Secundaria (IES),http://iesainsa.educa.aragon.es,758313.96,4700224.03
22330,758204,4700143,"Cl. Cortes De Aragón, 1-3",974510040,22000071,42.41064778,Ainsa,0.13785724,cpainsa@educa.aragon.es,Público,Asunción Pañart Montaner,7938, ,0101000020E6640000B072687178232741068195ABFBED5141,25830,974 51 00 40,Colegio Público,http://cpainsa.educa.aragon.es,758204.22,4700142.68
50570,623039,4630490,C/ Demetrio Galán Bergua s/n,0,50017655,41.81674123,Ainzon,-1.51859762,cpainzon@aragon.es,Público,C.P. El Pomillo,7939, ,0101000020E6640000705F074E7E0323419A2A188DF6A95141,25830,976 86 86 76,Colegio Público, ,623039.15,4630490.20
50006,675795,4612505,"Cl. Lagasca, 25-27",0,50006581,41.64491303,Zaragoza,-0.88907663,mgarcia@fundacionmontessori.com,Concertado,Montessori,7940, ,0101000020E6640000806132D5A59F2441E2361A4066985141,25830,976 30 61 00,Centro Privado con varias Enseñanzas de Régimen General,colegiomontessori.com,675794.92,4612505.00
50630,655670,4625909,"Avda. De La Jarea, S/N",0,50000126,41.76976112,Alagon,-1.12710001,dircparagon@educaragon.org,Público,Aragón,7941, ,0101000020E664000018E258576C022441827346307DA55141,25830,976 61 13 54,Colegio Público,www.educa.aragob.es/cpalagon,655670.17,4625908.75
50630,655871,4626193,"Avda. De La Portalada, 39",0,50000151,41.77228011,Alagon,-1.12461505,nscastillo@telefonica.net,Concertado,Ntra. Sra Del Castillo,7942, ,0101000020E6640000F05A423EFD03244188635D3CC4A55141,25830,976 61 02 90,Centro Privado con varias Enseñanzas de Régimen General,http://www.nscastillo.com,655870.62,4626192.94
50630,656143,4625874,Pza. San Antonio,0,50017187,41.76935108,Alagon,-1.12142494,Info@Alagon.Net,Público,Miguel Arnaudas,7943, ,0101000020E6640000F0C9C3C21D06244132772D6174A55141,25830,976 61 03 00,Escuela Pública de Música y/o Danza, ,656142.88,4625873.52
50630,655871,4626193,"AVDA. LA PORTALADA, S/N",0,50017631,41.77228011,Alagon,-1.12461505, ,Público,DE ALAGÓN,7944, ,0101000020E6640000F05A423EFD03244188635D3CC4A55141,25830, ,Escuela de Educación Infantil, ,655870.62,4626192.94
44540,702362,4545103,"CL. EL PALOMAR, S/N",0,44010331,41.03201818,Albalate Del Arzobispo,-0.59277430, ,Público,DE ALBALATE DEL ARZOBISPO,7945, ,0101000020E664000030D49A66336F2541BE9F1ABF93565141,25830, ,Escuela de Educación Infantil, ,702361.70,4545102.99
22558,787302,4640595,"Cl. Granero, S/N",0,22005674,41.86510697,Albelda,0.46155782,craalbelda@aragon.es,Público,C.R.A. La Llitera,7946, ,0101000020E6640000D000DE02CC062841287E8CC9D4B35141,25830,974 42 14 07,Colegio Público,http://crallite.educa.aragon.es,787302.01,4640595.15
44600,741272,4548535,"Cl. José Pardo Sastrón, S/N",0,44005177,41.05230232,Alcañiz,-0.12908168,Iesalcaniz@educa..aragon.es,Público,Bajo Aragón,7947, ,0101000020E664000030C4B16E2F9F2641B07268B1ED595141,25830,978 83 10 63,Instituto de Educación Secundaria (IES),http://www.iesbajoaragon.com/,741271.72,4548534.77
